Puzzle 10x10 #0,10,10,11iIo9H4a55G5481a466H2-eO9h-2HB242aG24bWY84JCHE9qYe8VXO8a218e48KYK4evYgQ9aW-12GKK1-wWG91-g488W29Me1W,21B9B9A19AK2K4G2I43OY1-e39T-8KMWG4IWWGb8YG2c6K79fAK1_mmWI24GY2WK5A4HvALQaa1-824KY1-h8WI1-gGWGG19PeGG
Puzzle 10x10 #1,10,10,G5GGpi9ICGjeIH4H4I6HGP69I57JYm2WeY4OH38GuIIfCM39e_gXG43G942GA69adA6ma4YvW4YW5OUGWaGC1-K9Hu79YGW4eiAW,2581FB99C2s59eGK4a6KWo399eZfem4GHA26K624Z99DOomaH_LCW26Ga2WGYX99yKXCI4HF8WY4Y3v82aG61-AIHEn9eGWGHPeG
Puzzle 10x10 #2,10,10,1J32U2Oa9Ha4XKeam8K55OYX6Y5Y23Qm83664-4WX9_4e4eYAiXHG88A8Gx22H4Jl93e4Bx45W4GeOI22a1t15kVm34bam4W2KY4,1DC1F8399AaW3eH9O1AKY65O3A5A4mqm43Om1-84X9l8H85eHi3eG24Y21l82K1Dx9OKWMt8Y4G2Y6aGWI1x85T_m61P9OWWWHeG
Puzzle 10x10 #3,10,10,2P54IP9I9nYOAeKIWeYGKO5H1A61UKKemqGGOeC8S5YKG-259MAIAq4Am4_2OY5Xw8A1492EK4e2YePOGIXCm53e1971YI9IId8W,1BA19B999E5OK5AI1AYGY3eY4HO1UKKHCq243em4ZAYY1-8H9iKIHQWHC1l8XAHCN8Y2WI1SYWK4KHBO2a3OXeXA4In8H9999v8G
Puzzle 10x10 #4,10,10,3AHdAWoiI5Y341AH8a2WuHWIPe5QFWAHK44KH59CC41TG2m9m5nK8HUI745meaZaAaGWG5eHmaAa4-YKe3K5WtKG4XHG7952eII4,3A5FA1BB9AKmWGHAGI4GZA19BAHDv8KHA4GHe59CX81w246a3e7A4Hyan8HCYIn9ea424YKK39ea1-AKYXAK1lAWGmH8n9eGH998
Puzzle 10x10 #5,10,10,X9OCYoaIv15GI3OYA542H6YGYf19eL5z1H3aOXWG1Y1apGAYH95HAA2de1wZHKQOIa8548bH3GX2Cm11X6YKWcma4beW2BS3Zqa3,39C65B99F8KWam6HAYG4Y3e1eJ8IHgHV85CI3O2G2YGad8KHAIKHeYGdA1TSY5DCIaGKWWoYX8m4XC243OHA2c6a4oH81Pumnf9O
Puzzle 10x10 #6,10,10,W723aAEWYYMAIM2O5H6CGa26Y3AOGIHd9I3mXV8HG9WH3YK2e5P8aI54Y4o44HY411-26998-N15Ae9A27G8YHIXaECIaI9MOKI2,27839A785AoH9P8mHe3O2I23A65C4IHUIImmXl8K2aGHO5AWHeo199e2K1B82HA441-86II1-h8YHeIK1SWGHAI39uX9999POH98
Puzzle 10x10 #7,10,10,4F99aJU585GH66898KI7CA9Oa58e6HkYZAaKCMI11419YmA5YVWKaXm4Aa21Aa1ueH-WAAMYKeI1214KmZG2OIXAW_GX9eeOYaYG,1F999DFA1AWK66WaGH9S3eamIY1A3eNe7AIHCMI4WGWIHOYYH_459O62KIWGYa1EYH-8HAo5eKIWG42K3u4W6I3e1_GX9eHOH9eG
Puzzle 10x10 #8,10,10,mM2GY2C9QGGKY-WeOaYO29HWeH1fWHs2tAAgY4YSe94WO5m5I1HHI794IIeGA81W6Wp9BAt8hY8IHWHS891IiHHmIeWb9C1n9H26,3B825839D8GK5-85Oa5C2aYWHe4cWYs1VA5gYG5SYIWGm5OKaWKH9Ea2aa58Y42Wm1yabAt8NA4aYW5SWIWIoY5OaY1P9OGn9e1O
Puzzle 10x10 #9,10,10,2OGYe8au559e92YmatW5Y1-2Yaa4G5MG2oeI4266HWC9AY2-K9iIX3H4b894Am5H2eo12aImmtWa5-GY4AIHW4Ye8KnHGB9ICKaC,1C45A19E5AaYa2HCat8KY1-8KaaWGYMWGbea243OYG6a5e1-AIMamXA1iGIGYm5A4Hi24IIXCt8a5-8K2KaYGWYYGYne1P99OH9O
