Puzzle 15x15 #0,15,15,17aIYmG4acIHW55QYC4CAeuemGYmHnGO9YuII8KIH-GI5IXaG939KF484d2AeCu9K456W546D2HcYHm5tXmeGPOI1G8e19944Xa-291vHX9iK61cAG44KWeX5YCKmKm59KA9K-154A1m6O3X6aI8T2H2uP4zAeaK3I2WIHCad4GA951AAOIS5G4A481pI-2bYD1H-YK5We2W88KOH6GY8AaaoPaaIIHGH,2799A6219D9A25AqHC2mKK7e62Km5SW6a5SaaWKaH-8aYamaWaX9ed8WGd8KY6Z9e25CWK26cGYqKHC5_XCY4omI4GWY2aaWGX9-8I1vA6IoY61DAWG4K25OYHOKmKXAI5ea5-8K2Y4XC3Om6aaWN8Y1So1lAH9ema4WIKX9UWGH9A4YY39SY24YG41F9-8MHQWH-AHe2YGWGWHCHC1eGH99PP9999e1e
Puzzle 15x15 #1,15,15,OA8HIaPI8eQn12ZHmI5mYEAe8alGQGHCI85A2IOKA9WK9M3H5Ie5HX3Z22XK89XeAECWeaeAeOgIae63IZXHY2K9I1C335FYHX2AE8J9MAWIGWem9e812AZ8H4-GK3W85AIz82G9a19K1zY1WeXHwu1-GeGB5q9_3IH4W4rWo28a89N869v48Ge1Kyma98AI6IGbH39IHA-14A5K12WYb619A184p8AMS,3A4599B985DE41EKma5C5S5eWat8cGY6aWYYWa65eaGYIom5AIHeYm6Z81OK2IXAHS38KaKHA3gII5OX9SXeY1AIIG3Om5FAY385S1QIMK2aWGHOIYW24HuGY1-85C24KH9x822IaGaY1xe245O5TS1-8Y1PAJ9_X9eWWWN8M24IGaN839F82WKWHvCIaWH9OaGMY399e5-825AY24WHPO19eWG1v8HPu
Puzzle 15x15 #2,15,15,2HIIIYOaX8PHWa5J29K1YXmmCaI1WnH2C1-1O2IaHOV4JAM94KHdeI4GI485Xm1aA33Wi6RIE1fy2CCYHme54nKAWAA18eCeOa8KK2CaPT1M2YMHILGHiG6mH41t9KO4qAYac2aw18BGI4a9Xa24-G1Y31i2-eaIO5E891CVG8W1aeC95GH7AXAGXGWIGdXHO92glWIxWd4IW96Hm448ee2AaO2GdHHS3,25999A39C1BA19Aq19A4HOXC6II41SY261-864aaHOt8cKoIWKYpea24aGWKXCGIY3OGbCsa78cd83OKK3eYWneKWKYG2KXe6I2HA2X9iN8o45iKIL8KM4XCYG1_aYX8q5eaq2aN8Wo4I4aa6aW1-8WHC4o1-eaam5EWI4Xl8GWGaY6aYG5SY3eG642a1ym5OaWLV8at8p8a2a6Y64WWHeWH9OW1veHum
Puzzle 15x15 #3,15,15,6964U15O8f52Y9KYIKeGaC9KXA_82KWIQ2OYO939A5IOk9e5QAX3a9eHH994u218-81HKG2-12aAe54H96A924YemCE58a4Gxg1x657aa2D8-eYW8GI9H8aYG9B4Ge2XI56691qQ528X9IX5AK4la1AXm4x42QL2II1CYYeOIaeK4-WHa6AHZ26Hmm1e1I2HC5sau29NWOPeIaOI1e1EHHWA9O16nYu21,39C1F85C1DA259AKa5eGaX9e6Hx82KWac23e39CaHAI3waYHQK3Oaa5AKIIGZ8G1-8GYYW1-8GIK5AWH9CKI4WHA3OZe4I41lg1zC5EIIGc1-AYGGWaaYGIK2aMWGKG39eXCI4qqYG2X99O5AY1_a4Y3O1V81Dg4IIWmYKHCaI5e1-8KI3AKZ8Xe6m1AWIW5OKsI78aN83PAIa6aWK1uHeWH9O1Onen8W
Puzzle 15x15 #4,15,15,25JaD5naYW9a9aH6GXH8C22KX8KI9n15HH-22l9e8-8Y5x1C8211a1bK1mamea1fIiKIbOe8GdAGHO4ZA48Ot4iH483HAAH2Y-KG8K9ALKKG4HKW1HY3OAGYG5QEiae21pXa12al1aa91BC2TGR2-1WAK39eC5Y49H12I9324pAHGg899WyXHCa5HGeua5aOe4Y9A4u5mXAIZ9YWeW2F46c52He4K9IMn,25D9DA79A19999AmW6Y4mG4HC2599S25eH-81l9e1-85et86WG4WI1BeGX9CYIWJ9i59PCK21FeGK6GZe24Xl8MYG43eYHAG5-AWGYIHgHAG4HeWGHA3OH8K25QZB9A21FOI42at8III1POWN8s1-8WK5OIHC5AWIYGWIaX81UYY4L8II1FOY39AYGHua59OKWKIK1SK63ea79e2Y41v8XfeGHeWH99Pu
Puzzle 15x15 #5,15,15,1WAQa2KM91m5Se8le3IaK4HWKC699eA1GH24WBG-43a3PY5fGK_962Y6H5GY1Ob2-18H9A5O949RAXI5XQGAYKi9xGH1A5mWe1ImXG28aIHY96I1-KIm8-K44eC85Im441yA48IS9VAm95a7Wa3aam8S8W974499CH52eQe9GHe1l6i8-WC6HKa95O189IGW23eAO1f9K3Y69IeIz8Wf9YWai319aI7G1,245D985B983A7A2teX99e2K25OmIIKYG25824o1-839OoHAq25x9OWK6K58K26o1-8G59eYma2asHOaK3f85AKb9x8YG5eX8K2a6mW24IIY59Ca1-eI61-AG2Km4Ya6WG1yKWGIn9lAmaH9EWa399O1EWGIZ82aIXAK1AcH98KK1zCM1-83OYH99eX8WaaGWG6KHC1D9A3eX99Aat81f9e19PO1999uWG
Puzzle 15x15 #6,15,15,W723a9Ua5m99IoYR5KY64W6aa2AO92WaWTc85HK57554IYm2X9KGAWeI3VIE15Y565I6IP8W4Wa9GmYqGHaCY-8XY1COgAOYaHIYIG29ea6II3ZYHO3WtAHn7HC314CKa23eYKIMXXHl15ISa3I1Y4G56G1BAS1983XXnGkOy58aIWPZa1_22K4HO41Wa32m5eGBI1e8-K33HIYf68GHomYH23HaIaXYH,278399F9A3999BAsHAHCWG6II45CIGWI1Tf85eKHuYY4I5OW39e2Y259Ot9SW5A5O59OIo24WGaa2m5f859OH-83e4XCLe3Aa59AaG4IYaX99One5Cm1lAHSZA66243ea43eKKaMmmHx8KaZ9OaWY4WHC24MYZ8I2XC3u1k3veGII1PSa1V82YGHC24GI6WXAYGMI2Y1-A6mH9AJO4WHPOHeGmH999OHe
Puzzle 15x15 #7,15,15,859f5XC2m33KF9YD2O3C3TAOXf416m5U4a8He24GHX25aXH95Im4-WOH91DX4eZeCaAYA9pWT8I61aaYmWKe2GWU6K2HHGeQYK8KCGO9KkWaG2eY3tWaYm38Wb2-wA1mXL96aaIcIG8WIJ9YO24p2A15H463X43Hx4AYAaa1z5C11a1T553Y5O1H14oxIXW1H1gP68z2561CIYG98K1XeKH51IICWiMbS,259DA6646665F9Aq4XCmmremmqWG3OYd8a45e241e61AImKaYa61-83eI4JO1eZAmaHeH9U1w4I38IIY385AWG1vCK2HAGHQHe2K386aYN8I44HA6t8IYm6GWM1-hA2mmL9OIaIcIWGGIJ9e641v8KWKK263OG3et85AYaa1_HO24IWNe5OKYX8YG1Bx9OWGY1gM61V85OG39A2I2KWmHeHe199O1PPPu
Puzzle 15x15 #8,15,15,mII9aIe46M9CW9uY4OaI9-5GA5H3aAK9WK2mW4AYWOK9Hq6_45O3HYmgWOWe26CG8V9596Y4Wh93A21Y47HYKSHH31H35-WHX48aAHu2q59YG5HKTWb8gHYHeA858A5Y_8a25m4AqIGa3O6GA-WA5XHemaZ9HK1IG2YpcHSKIKW8LKYC84A4GHK22542amXHX5aaIHxWH-G58FC9HS1PX8AiY1O9Kea6G,399999A43B9C19EK43999-AGKY5CaKYa2K1CWGKY2mYaYq3x8Y63e5OL8m4KW3OG1_IKa6Y41ka6K24YGneYHu5em4Ym5-8HC24I5e78cKaYG5e5w4o1gHeKYY4KW5e5x8I4HCWKqa2a6XCG5-8Y5CYYX9uaHe4aWG5ycHS59e41gY5CWWYG2YY24Y24ImXA3AIIIH_2H-8K1FOIHS1POWHPeGX9eH9OW
Puzzle 15x15 #9,15,15,2KKaaHG4DbIpK3KK-8OG-8WXI4GAOeWG2IKHaYHKCAI29OA53cm36M1MH2A1Am19K1G1AKeYl8BY59K8-4O18K641YY3YGHAAma-4B92tL3AiC5AO94A3K4K54YC9W3GY4qGe2h5YXH8lg33CK8H5GYYm1451Ya1U3YXO68phG9WGze4erl4mD525aO62GGaW12ga9Ie4AYIa-Ia9CC9I9WKboI211WIA,1A599A41DB9FA3A5-861-8W6IWGHOKWWGaKYI5eHO598a65eXDOm3B8bA4Y4Ym19e242KHe5x8oK59A1-8m24Y6G2KYXA2HeK39-8oI1_LCHPCY5OaG5OKWKYW5Ca2m4Y1f8Y1kKYXe1Vg3O3A4KYGY5O44YGKI1UmY3Om4dh8IW1VeG5TV83feGH9O6WG2aWWGL999A2YH99-999CX9998HPP98WG19e
