Puzzle 5x5 #1,5,5,me6IEI14IA4lY9eGWV8YW9K1W,3A39EIGGaK1VAaYWGt8K19eGW,0.00
Puzzle 5x5 #2,5,5,38Kv2qY4222A45TSxHeG1H1G6,385F8JeWG42K45knleYG1eG1O,0.00
Puzzle 5x5 #3,5,5,mI25CL9H4Wee62wXyHeW852YC,3985CL9eW4Y5C1kmdAYG1eGHO,0.00
Puzzle 5x5 #4,5,5,6a1YYKeAWnYY88IgSY-18GA8W,3985AK5e1SYY42aLu5-8W1eWG,2.76
Puzzle 5x5 #5,5,5,2qBICqG4I22jWzAW1c2WGI5KY,1DB9Cc4Ga4Ws1leWGcG419eHe,0.30
Puzzle 5x5 #6,5,5,2H99Emm4K24IFGah8AYeX4GaS,2599Em64YG2ap8Ir8HAKX819u,2.89
Puzzle 5x5 #7,5,5,4vIceI2OK26IIGaYa1KSC9IA4,1F9DAaGXAGX998I5985SX99eW,0.30
Puzzle 5x5 #8,5,5,4OXZ2uA3e6mXW8JaG-AKW388G,1C678ZemHC3O24cI1-eK1OWGW,2.89
Puzzle 5x5 #9,5,5,GHJU4QGW21YYHGw65Oae4f9Y2,25DF8qWWG4Y5A1km5OaK1f9eW,0.60
Puzzle 5x5 #10,5,5,Oa28WHWY-WK2V41K2I426I9de,39824K25-8Y1_WGKWI44X99ve,2.89
Puzzle 5x5 #11,5,5,4vaiY58HXH4O655YaI6KOI88H,1F9BAYG5OK1OXAY599OKX981e,0.60
Puzzle 5x5 #12,5,5,WeX4XqmeIKKWaoQaX9H887C8O,25C46qXeaKY19icI6aYG1um1O,2.89
Puzzle 5x5 #13,5,5,3IaY8222-W8Sae8LtA2OWWGeH,399A4G41-82Z9eGLVA1CWWGHe,0.78
Puzzle 5x5 #14,5,5,X9AWZ5O892Se5I8A5e58O2HPZ,39A1EK6GaGZeKa4KYYY4X8HPu,2.89
Puzzle 5x5 #15,5,5,1bIOWGHe58W-1AP1WvGK8a5A5,1B9C42KYY41-8KoWGd8K19eHe,0.90
Puzzle 5x5 #16,5,5,OaKHYAOO1Y89G2zaKY5WOJ8H6,39A5AK6m2KWaG1_a5AYGXf8HO,3.11
Puzzle 5x5 #17,5,5,1c4E5q3K94HIgGa16m352IKCO,1D87Ac3eIGYIL8IGm66K19emm,0.90
Puzzle 5x5 #18,5,5,1biWGWI9661HmIor4GCA1eIiY,1BB822II3O2HOIMN82mKWH9Pe,3.19
Puzzle 5x5 #19,5,5,OaY3KL6HmK1JCG2945963aaIY,39A3ALCHOKWc38WaGH9CX999e,1.08
Puzzle 5x5 #20,5,5,8U2m8Y2GHm33F1QHKHAHOaO8e,1F838YG4HC3Od8cKYHeKX9O1e,3.19
Puzzle 5x5 #21,5,5,6aW7AgIKa15Ya2IJ2AIZ81v11,3987AL9eIGY598Iq259SW1v8W,1.08
Puzzle 5x5 #22,5,5,Wqv2X9Y11YCmAHKMe8YZCW3WY,1DF86aYGWKXCHAYbA4HSX8m1e,3.24
Puzzle 5x5 #23,5,5,69IcAP6A4AGe2aYem5AX8o668,399DAM3e4KWKGaYY3e5O1POX8,1.20
Puzzle 5x5 #24,5,5,8n455fCI3CGaA3Cn6a42WKIBY,1E45Acma3OWIY3O7OIG4WH9Pe,3.31
Puzzle 5x5 #25,5,5,4O2GW9W-4eu4e1fgI3K86I99X,1C242a1-8KZ8YGcL9OYGX999O,1.20
Puzzle 5x5 #26,5,5,GOYC3n5HWKG_WAeY21SW4ia5O,1C5C6ZeYWK1V8HeYG1E41P9em,3.36
Puzzle 5x5 #27,5,5,6oYY5K2ZGYH6IH1M12A62AD95,3BA5AKGn8KY39AWMG4HCWHf9e,1.20
Puzzle 5x5 #28,5,5,GXHe4qC6lWH614W9I1KmWPFK1,265A4qm3x8Y38GGII45C1PveW,3.41
Puzzle 5x5 #29,5,5,Wafa2eHA96YW3mYYzeCe8Y1GX,19D985e59CY2XCYHVe6K1eGWm,1.20
Puzzle 5x5 #30,5,5,8o4KumqK4HGHGA5RX4WE23YaY,1B85E3QYWK2KGKYs6W1SWmH9e,3.49
Puzzle 5x5 #31,5,5,6MGmAHAG4YYY4xYKYWT8GmIY8,3B83AKK2GKYY1VeKKWN8WX9eG,1.38
Puzzle 5x5 #32,5,5,4Bb215maGnCO8JQ988mK3avG8,1BB825OI1SXC1Qca24mKX9v8W,3.54
Puzzle 5x5 #33,5,5,69O119mKz1mC6XM9Ge9WGX3J8,39C24IXAt83O6mMIWKaG1OXf8,1.38
Puzzle 5x5 #34,5,5,1aeYK3K685COH2TaOK632C1bX,19A5A3Am2K3OK1wIXA3O1O1PO,3.66
Puzzle 5x5 #35,5,5,OHWiHHHaXYCaI4Q8JyAGG5GH2,3A1BAKH9OKX998c1DFeG1eWH8,1.38
Puzzle 5x5 #36,5,5,311WYPXY3AA55OMh8HeAW5W4S,3841AMXA6KYHAmoN8HAKWH81u,3.66
Puzzle 5x5 #37,5,5,6aYXGIWOHu88LWKLL39mGGoo2,39A62I2mHS2GL8YLg39OW1PP8,1.51
Puzzle 5x5 #38,5,5,2QHEG5GXGW67W8eJaxW52CX95,1DA78Y4mG43u24YJ9z8K1OX9e,3.76
Puzzle 5x5 #39,5,5,8y9K1aWWIee85J7gGK51XaH35,1F9A2aG2IKY1AJuL8KK4X9eXe,1.51
Puzzle 5x5 #40,5,5,3aH61gHCHZ4OC3eK6WY324DaY,39A62LAmHSW3O3e5O4HCW1f9e,3.79
Puzzle 5x5 #41,5,5,6HCICYK69WA4uAD61aWeG9aiA,3A39CKHOa4Y47ecmWIWK199Pe,1.51
Puzzle 5x5 #42,5,5,W2eaZjYGI12AfmKemAC81PauW,2459EsY4aGWKqXAYXA6G1P9uG,4.02
Puzzle 5x5 #43,5,5,OG1S4aWVYC36Y1Ic9d444C8eY,38278I1_HC3OYGaJ9UW41OWHe,1.51
Puzzle 5x5 #44,5,5,238qOa6aYWSKCGVKIm441aqI8,1C1DCa6aY4Zem1_H9CWG19f98,4.09
Puzzle 5x5 #45,5,5,m55I7e6GIW2487Y1-KCeWe4C3,3A59EKm2aGW24nA1-A6K1eGmm,1.56
Puzzle 5x5 #46,5,5,8KIaYSH81YX5qWNHmO4C3aHH8,2599AnA42K3Aq1wKm61OX9eH8,4.14
Puzzle 5x5 #47,5,5,CBWGWYATWeOX8HMDIHtW2O8W4,3B842KHh8KXC4Hica5l8WmWWG,1.56
Puzzle 5x5 #48,5,5,6I99nK2Y1H333AJCAm5WGa993,3999EK1AWKXC6KcXemYG1999O,4.19
Puzzle 5x5 #49,5,5,1G8cX_IbAWGI8WlAO181m9Q91,241DCt9iY4WIW1_5O4WGX9f98,1.81
Puzzle 5x5 #50,5,5,WAHa58k411G2AyeVIOCHW13eO,1A59A1w24G24HvAt9C6KWGXem,4.19
Puzzle 5x5 #51,5,5,8pI522aWu4OI-48e1W2u3aIaA,1F9A4WI4n839-82KWG1SX999e,1.81
Puzzle 5x5 #52,5,5,1I9u11Ca5Y3AIHA5V8eH8KWXe,199E21CaKK3eaYYHl8KK1eGXe,4.24
Puzzle 5x5 #53,5,5,1YqIeDX9AGe2MYWAe6H6CH2IA,25D9AqX9AGY1BAGK5OHCXe19e,1.81
