Puzzle 10x10 #1,10,10,8uA9y26miKaN84i8KGIWA12G5469aci2-5HaIW2EK2H8IC9IK9PGz1ez12-8W998WW84W21-AAVYmf9O818XWWeYOYAI9I99aA5C,1E59F863BAar8WMWKGIGYW24YGX99QM1-AH9981SYGYGI399AaM1V8HV81-8WIaG2WG4WG1-A5VAXD9C2WGmWGHe6YH999999eHO,5.34
Puzzle 10x10 #2,10,10,Xb923EaQo8YKIe35I318m1KIYI2IIAZeWInKemY3KH6XaHGgKSaOH9mIXIY8Xi1iY3dWIIYY5g8I1GC5HHG54a21HL8e99dIUY43,3B98679DB8KH9emKa6G4X859AaWaIY7e19u5e6HOYHC39e1gHEIXAI39CIYG3P8MHOd8IIK5eL8aG1OKYY1e2a245gGH99v9ve1O,5.92
Puzzle 10x10 #3,10,10,39IA32uIIGHe66gAKa586ICIXOHOKkKYAH49mYO8Ym1u5uIaKIHICOHGHX66W45ICYKF4aLACOa4Gr9nOm1Hu494GKOa9PO8BI96,399A387998HA3OLeH9A439OIXC5C5wK5AKWaXe6GYX8nAZ99eIH9C6KG5C3O21eam5ed8ILAXCa2WN9SXCGYZ8IWGYX99PO1P99O,6.12
Puzzle 10x10 #4,10,10,W9K8Aa9WZ8Y5V582YKH16XXI1-e6BA9Y9dWYHGaWY6G2Y9uAe9geGHO4I2YnAWUaaOYZA5eOAI2O4aeCO96Y6mA-KH8qWO6XW12m,19A45998785Ate245eH8XCmI1-e3BAa59UWHAGIGYX8WH9EHAILA45CWI4HSY1yaa65u5eKXeaWm2a5CX9CY665-eY1f8mmmWG1O,18.77
Puzzle 10x10 #5,10,10,8bA3Hm7eKAACIa66aO2Y7eWY98Aa5aAeT8K5C576KeGGI919GrHHG-Y1-YW22XA85eW2aOH93mIO5XQYu9KCm1aY2ce2KX1d8YH8,1BA3A67A5A5OIImmIm4KZA2KI1AIYaKKr8K5OKnCYYW2aa2a1kKK1-e1-AWGWXAWHAWGI659O39O5CqKZ9A3O2aYWcH8HO1v8HeG,8.05
Puzzle 10x10 #6,10,10,4n1QC11XaZaAHoqeHvH4KA58G2A489S5Ha-9X16e1CeY8IXA9CDAKIWH6CC48Y9SaHaIAaaWAW51ZGo6uaH8l55aX5YWY58b3e9O,1E1DC4439EaHebfe5UYGY5AW24YWGInAH9-9O46K26HAWI3eamqHAI2HOXC4W59SIH99eaa1e2K1E2bCZ9A1zAYImYH8He1POH9O,19.10
Puzzle 10x10 #7,10,10,19JX8CI75K3aU1A94XeEA351JA3OII5O64iWIXOmKWJ933mK25x486A5a-1AGWHG6C3449eo3eKa5IK82a1EIIYvogOaeCQ5W28W,19DC239E5A6ad8KIWm5SYmYGc5O6aaK3OWo4amXCY4J9CmXA4Yt8GXA59-8KWG586m6WGa5i3eKaH9e4Wa1Saa5FBgX9eXfeWGGG,8.76
Puzzle 10x10 #8,10,10,6ammYCO1ZWbmimCeK5KZ1H115Y8WeeeGG-G_I3JO1kHG24WeWXh8Aq9aWHIXm582AH213YKEWz8Yt2AOAOe8e49A3AK6KK8yH3aC,39C65C61E2MXimXeHeHSWKW25A41AYY41-8t9CJO2rAWGWGY1Or8HD998H9CXA4W5A243e5u1l8Hz8HCY3AWK2a5CYHOHe1veX9O,19.47
Puzzle 10x10 #9,10,10,OK8K9a9pIeAmAXY8GI8uH2H3AO8WWIe-4FaXVW3O2298Ga1YeKL8a1Y8AY9KA6I-GVkWICbeG4A823e4Y6Oe6K893fKaC66XqaA4,3A45999F9AKmY3A4WI1SY25OKm24GaH-8d9Ct8XC2WIWGaWHAYL8I4Y45AIKY39-8th8ImMKWGYGG6K4Ym3A6K4amcH9OmmXf9eG,8.96
Puzzle 10x10 #10,10,10,3999U84eH82Y1WKA8z9CWMG5avmIme98-4815GaWKXH8A82l4TMI8qA4WKAm4e5YeM2BXHcIa3m5A3aXY6n8eC8CI1Y9C6KZAeF4,3999F81A58G58WHA1z9C1i259FOa3ea1-8WGY4I4Y3eG581_1wMI1fA4WK5OWKK5Ao1iXAcaa3OHe39OYmZ8K646I4H9OXeneHv8,19.61
Puzzle 10x10 #11,10,10,WeMb54JIY4BC32KamWa5X396cYmeHcYX9WOIKWn15Ia9HO69tAtWHYx8X84KGGa228e1OD1zw5245emK8112lKIe39AaIH8C54c8,25BBA1D9A2o3OGKa38IK3OI3fe6HAqK6IG6aK2n8YaIIYmX9VAt8KHV86WGKWGa4WGYG6c1lhA44KYmK2WGGtea5OaH99eGXe1f8,9.13
Puzzle 10x10 #12,10,10,O13aZG4Y9KQaC46meCaO1aOIo8KY9GeIKXY58Y-WS9XAHCeJHGIK6HOX4a1C26eAWIgmmJq9OH3Zme25Xm45aHaeAgAaaF44KU8W,3839E4459AJ9OWmXe39O2I39B85AI4KIHCKY2H-8Z9OYY6KJeGI5CKmm4I1C2mYY19g3OcJ9OHC7OKWK3O1AaYIY5gH99v8GHv8G,19.69
Puzzle 10x10 #13,10,10,CMa68dA2IeY96G58I836Ymf1WIGv5IK94xa-41aAe8i2W88enqqYKaG5A4X1CX5K9e59aLIeKZ2vG6WKWG56994ICa2d99y139J2,3B9C1FA19AKIX8YGI43OY3Q24I4pAIKIGt9-8GIKY4MWGWG5EqqYH985eWm4XCK59e599gaYY78d864KW2KmIaGama1v99v8X9f8,9.24
Puzzle 10x10 #14,10,10,WIXGqyW2Wn6KYY2aYA5Y3ma3a65QWaH5W2519Xz451-41VY4YIa2I2WK2h2WCbXaAD48N2B42eCI9H5SKI1-GA8m3HWHeKHOIPam,19C1DF841E3e5eWIY5eK3Oa39CKq2aKY4GYWa3x8Y1-81Ve2KIIWI2WK1w4G3PCIHf81w2MW2K399AHSYI1-8K43OYGHeHeX9P9O,19.91
Puzzle 10x10 #15,10,10,1BIK3YOaDY8W2TOHSY14nGWG4GA4-5Hl1e-G589121I5Y9391IL1H1eI22G5e1X3I4-GULg_eOOGAHI1H4WXY122aaHa5YvW7aP3,1B9A3A39DA4G1TOHSY4GZ84W24Y1-AHl85-8KWIG2WIYYIX98IL8KGKI424KY2XCa1-8pgLVeXCWHAIGYWG6Y424IIH9eHv8n9PO,9.28
Puzzle 10x10 #16,10,10,4u183GuGKHqa4lel552Z759GK88WmAG9aa65KKAEC9pXAmJ89Y18YYHT2kG131GG4GG1vYw9-8Ha9II71W51A3Hu4a2aia62Xeq8,278262785AqI1_H_He1SZAIWKWG1CYGIIa3A5e5S39Um5Oq2aYGWHe5k1w4G3824WWG1vAN9-859999SWGYGY3A78a19P9OGmHf8,20.02
Puzzle 10x10 #17,10,10,49aX6IZ4qCKD5Wp1Ho5858K95282AxbK1ibHeH251HKCIW9YIgOIQaCK2K51CaH3eGLfW59GCX25m6mOGAE4JIY6aqKJIA8a9974,199C39E1DC5De1UWHiY4YW59eG4W5_MY1BBe5eWKWKHCIGa59gX9f9OYW5AG39A658Lf8KI2mm1e66XC2HS1D9emIcHf9e1999uG,9.61
Puzzle 10x10 #18,10,10,69AC9u4854A32K5FW4wGG94AGaA9KMj4_iqa2e5e2KGeX4emn5o5IIA6eCK3YWuOCY4i6YKGA58-1HeEA1-4C1e2IYW484HJae4C,39A39E41A4HCGKYp81w42a2Y2IH9Aos1VPQI1AKKWKWK6GHCnebAaaHCY65CY1uXCY4omYK25e1-8K5SY1-86WKWaYGWGWHf9e1O,20.19
Puzzle 10x10 #19,10,10,8GFeHXOec8M58Xue6Y4WHA7AKKH8kx44IWYH448Y3aiXAC599BBWW16D9CI2WY1-1KSWa5HHAG9146m51m2XJHezeH5aoB46WeaO,21FA5C65D8MYGmZemY24YHS5AHA1T_GWa4HAGWWK39iXA6H99iMW24mJ9Ca4WK1-85SWaYY5eGaW2XCK2m23fA5VeYH9PP8mWH9O,10.04
